,Sikayet Icerigi
918,En az 3 EGO kartımdaki bakiye 0 TL'ye düşürülmüş. Yaklaşık 30 yıldır toplu taşıma kullanıyorum. İlk kez böyle bir sorun yaşadım. Umarım bu yanlışı düzeltebilirler. Kartlarımdaki bakiyeleri hatırlamıyorum. İnşallah kayıtları vardır. Anladığım kadarıyla bu sorunu başkaları da yaşamış.
919,"Türk Telekom mobil internetini 3 gündür kullanıyorum. İnterneti açıp ama ne Youtube.com ne Google hiçbir şeyini kullanamıyorum. Neden böyle, müşteri hizmetlerine de bağlanamıyorum. Bu şikayetimin nasıl giderileceğini de bilmiyorum. En sonunda buraya yazmak aklıma geldi. Umarım çare bulunur."
920,"Çanakkale Şehit Gürol Caddesinde bulunan marketiniz hijyen değil, sıklıkla pos makineleri arıza veriyor, her hafta personel değişimi görüyoruz, kasalar önünde sürekli kuyruklar oluyor. Zamanı geçmiş ürünlere rastlıyoruz, içeride kediler yatıyor. Bilginize."
921,"Bellona Ordu şubesinden almış olduğumuz Valencia yemek masası 3 ay olmadan kabarmasına rağmen servis, hatanın bizde olduğunu ve su teması olduğunu bildirdi. 3 ay olmadan kabaran yemek masası ve sorumluluk almayan Bellona, kesinlikle kimsenin bizim gibi mağduriyet yaşamaması için yanından bile geçmeyiniz."
922,Yaklaşık 6-7 gündür şampiyon seçiminden sonra oyuna girmiyor ve bilgisayarı aç kapa yapmama rağmen bazen yine girmediği oluyor. 2 arkadaşım da aynı sorunla karşılaşıyor. Çözümü nedir bilen biri varsa yardım edebilir mi? Oyunu silip yüklesem düzelir mi? Ne yapmam gerek?
924,Beta Tea üzerinden almış olduğum ürün elime ulaşmadı. Aradığımda Ceva firması tarafından teslim edildiği söyleniyor ancak gelen bir ürün yok. Daha önce MNG Kargo aracılığı ile sürekli alışveriş yapıp hiç sıkıntı yaşamadığım bir firmadır Beta Tea. Ancak bu alışveriş gerçekleşmedi. Acil bir durum!
926,"Ayakkabı Dünyası'ndan aldığım Hammer Jack marka ayakkabı daha ilk kullanımda tabanı dağıldı. Firmaya bildirdim, cevap bile yazmadılar. Düğünde ilk kez giydim, rezil oldum. Yerimden kalkamadım. Firma çok ilgisiz, nasıl bir malzeme kullandılarsa kum gibi dağıldı."
929,"Apple Türkiye Store'den alışveriş yaptım fakat Apple'ın kendi sitesi değil, birebir kopyalanmış bir site. Param yandı, muhtemelen ürün de orijinal gelmeyecek gibi duruyor. Herkese öyle gitmiş. Lütfen siparişi iptal eden ve iadesini alan varsa yardımcı olsun."
930,Samsun Canik Hasköy mahallesinde ikamet ettiğim evimde sürekli su ve elektrik kesintisi oluyor ve belediye bu konu hakkında hiçbir uyarıda bulunmuyor mahalle olarak mağduruz belediyeden de olumlu cevap alamıyoruz. Mahalleli olarak büyük şehir belediyesinden şikayetçiyiz
933,Maçan Prefabrik & Konteyner Yapı adlı firmadan alınan güvenlik kulübesi çatısı akıtıyor ve kapıları çalışmıyor. Ayrıca bu alışveriş faturası kesilmemiş. Bu alımı yapan e*** Ataşehir sitesi yöneticiliğinden ve Maçan Prefabrik & Konteyner Yapı firmasından şikayetçiyim. Firma KDV faturası kesmiyor.
935,Deneme bonusu SMS attılar vermediler. Aynı IP'den başka üyelik dediler öyle bir şey yok ben söyledim zaten düşmüştüm buradan yardımcı olunmasını istiyorum......
939,"Geforce Now'dan Ark Survival Ascended oyununu oynamak istiyorum fakat sunduğunuz donanımlar oyunu oynamak için yetersiz geliyor. Bazen oyuna hiç giremiyorum. Bazen girsem bile oyunu oynayamıyorum. Sisteminiz bu oyunu oynatmak için yetersiz, lütfen bu durumu düzeltin."
941,Metro turizmden 15 Haziran 2024 tarihli saat 22.00 İzmir'den Adana'ya aldığım otobüs biletimi iptal etmeme üzerinden 7 iş günü geçmesine rağmen hâlâ geri ödemesi banka hesabıma yapılmadı. Önceki günler aradım geri ödemesinin yapılacağını söylemelerine rağmen yapılmadı.
942,"Saatlerdir yoldayız, araba bozuldu, bizi bir türlü İzmir'e ulaştıramadılar. Bir cevap veren ya da açıklama yapan yok. Başka bir araçla ya da başka bir yolla İzmir'e gidebilmek için hiçbir şey yapılmıyor. Bu durum bizi çok mağdur etti. Şikayetçiyim, bir daha asla bu şirketi kullanmayacağım."
945,"Pınar Süt'ün son kullanma tarihi 13.08.2024 olmasına rağmen süt bozuk çıktı ve önceki aylarda da bu şekildeydi. Pınar Süt gibi büyük bir firmanın bu şekilde bozuk süt piyasaya sürmesi, imajını zedelemiş ve maddi anlamda zarara uğratmıştır. Pınar Süt kesinlikle alınmasın, kimse bozuk süt içmesin."
951,"2 gündür TurkNet internet sağlayamıyor. Youtube.com vb. sitelere giremiyorum. Destek kaydı oluşturdum, dönüş yapan yok. Çok acil desteğinizi rica ederim. 01/07/2024 itibariyle internet yok. Normal şartlarda TurkNet ekibi hemen dönerdi fakat 02/07/2024 oldu, 2 gün geçti. Dönüş yapan olmadı."
956,Garanti BBVA 0 faizli kredi vermemek için yeni müşteri yaparken SMS göndermiyor. SMS gelmediği için ilerleyemiyorsun. Şubeye yönlendiriyor. Şubeye yönlendirdiği içinde mobilden müşteri olmadığın için faizsiz kredi vermiyor. Büyük akıllılık tebrikler.
958,Doğtaş'tan 2 ay önce aldığımız teşhir ürünü ( bilerek belirtmek isterim ki sipariş değil hali hazırda olan bir ürün. Sürekli teslim günü veriliyor. Biz işlerimizden izin alıyoruz. Mobilyalarımız gelecek diye ama asla teslim edilmedi. Teşhir ürünü sevkiyat aracına yükleyip göndermek 2 ay süremez. Doğtaş pişmanlıktır
967,Enntepe Konya Big Chef'e gittik. Sipariş vermek için 10 dakika bekledik. Eşim işaret etmesine rağmen ilgilenen olmadı. Sipariş veremeden kalktık. İlgisiz bir işletme. Ankara şubesinden çok memnun olduğumuz için tercih etmiştik.
971,"Sinerji sizin ürün seri numarası nerede yazıyor Allah aşkına ya ben sinir hastası insanım uğraştırmayın beni, aldığıma pişman etmeyin. İşlemci sıvı soğutma olmasına rağmen sıcaklık 91 derecede kaç tane numara varsa yazdım hiçbirini kabul etmedi. Bu şekil satış sonrası hizmet olmaz. Bize dönüş sağlayın."
972,"Mayo aldım, kesinlikle fotoğrafla aynı kalitede değil. 3 iş günü içinde değişim yazıyor ama asla değişim yapılmıyor. Mayo, dalgıç kumaştan olur. Bu mayo çok ince ve içi görünecek kadar kalitesiz bir kumaştan yapılmış. Değişim de yapılmıyor."
979,"Tivibu'da TRT 1 ve TRT Spor yayınlarını izleyemiyorum. Diğer tüm kanallar açık olmasına rağmen TRT 1 ve TRT Spor sinyal hatası uyarısı veriyor. Bu akşam Türkiye'nin maçı var, herhalde arkadaşlara gidip izleyeceğiz. Helal olsun sana Türk Telekom..."
981,"Türk Telekom'dan eski internetimiz çekmiyor diye yeni fiber internet bağlattık 3 gün önce fakat 2 gündür internet kullanamıyoruz. İnternet yok, 2 gündür müşteri hizmetleri ile iletişimdeyiz fakat Türk Telekom yetkili servisi gelmedi. Geleceğiz deyip gelmediler, mağduruz!"
982,"2 gün önce 1000 Robux aldım. Başka birinden Game Pass alınmış hesabımdan. Çok sinirlendim. Nasıl Game Pass benden habersiz alınabilir? Ben almadım ya, bu ne böyle? Param boşuna gitti. Hemen ilgilenilsin. Kim benim Robux'umu çekebilir? 2 doğrulamada açık, bu ne biçim iş?"
983,"Merhaba, Çiçek Sepeti ile yine sorun yaşadım."
985,"Kızım 9. sınıf ortalaması 55. Yedi dersinden 2-3 puan ile kaldı. Hocaları vermemekte ısrarlıydı, sınıf tekrarına kaldı. Bu çocuklar korona gördü, deprem gördü. Temelleri yok. Ne olmasını bekliyorsunuz? Çocukların psikolojisini bozmak mı istiyorsunuz? Af istiyoruz."
989,Eşimin Turkcell internet paketi 25 haziranda yenilendi. 28 -29 Haziran arası kapalı paket bitmiş ek paket tanımlanmış o da bitmişti. Üstelik evde olduğu surece mobil veride kapalıdır.
993,"A101 den Hi-Level marka 82 ekran televizyon aldım. Webos özellikli, neyse eve geldik kutuyu açtık içinden çıkan kumanda akıllı kumanda değil. Televizyon Webos akıllı kumanda akıllı değil. Bu nasıl bir şey oluyor. Hüsrana uğradım. Bir an önce akıllı kumandanın tarafıma ulaştırılmasını rica ediyorum."
997,24.06.2024 Isparta-İstanbul Anadolu bileti aldım ve iptalde bulundum. İptal edildi ve 4-7 iş günü içerisinde iade edilecek dendi ama 13 gün geçmesine rağmen hiçbir şekilde ücret iadesi yapılmadı. Müşteri hizmetleri de sürekli yatacak denmesine rağmen oyalayıp duruyorlar.
998,Yurt dışından gelen kargom alırken adresi doğru girmeme rağmen başka bir şehirde yanlış adrese teslim edilmiş ve kargoma ulaşamıyorum. Arayıp konuştuğumda ise bir sitenin görevlisine teslim ettiklerini söylüyorlar fakat girdiğim adres bir dükkan adresiydi
1000,Blushed- Romence choices adlı oyunda ücretsiz deneme süresi bitmeden mobil ödemeyle 249 TL çekim yapıldı. Deneme süresi bitmeden üyeliği iptal etmeme rağmen. Böyle bir şey olamaz ya lütfen durumu düzeltin para iadesinin yapılmasını istiyorum insanları bu şekilde mağdur etmeye hakkınız yok.
1002,"Sayın Yetkili,"
1004,Siparişim 3 haftadır gelmedi. Kargoda olarak gözüküyor ama 3 haftadır gelmediğine göre yalan. İptal etmek istiyorum kaç kez yazdım bırak iptal etmeyi cevap vermeye bile tenezzül etmediler. Buradan alışveriş yaparsanız pişman olursunuz bilginize... İlgilenilsin artık şikayetimle! Paramın iadesini talep ediyorum
1005,"İzmirli Yapı Mobilya, müşterinin istediği kalitede malzeme kullandırmadan işçiliği bana yaptırıp paramı ödemedi. Bu firmaya güvenip kimse bir şey yaptırmasın. Ürünleri kalitesiz, kendileri güvenilir değil. Sürekli telefon değiştiriyorlar, aradığımızda muhatap kimse bulamıyorsunuz. Sürekli telefonları kapalı."
1006,"En Uygun'dan otobüs bileti aldım annem adına fakat sorunlar çıktığından dolayı iptal ettirmek istedim. Yalnız eski numarasını girdiğim için SMS iptal ediliyor ve SMS alamadığımdan iptal edemiyorum. Yardımcı olur musunuz? Bileti iptal edemiyorum, mağdurum."
1007,Türk Telekom sabit internetimiz 1 haftadan fazladır. İnternet hizmeti alamıyoruz. Yetkilileri aradığımızda sürekli arıza giderme çalışmalarının devam ettiğini söylemekte ve ileri tarihler vererek arızanın çözülmesini beklememizi söylemekteler. Arızanın telefon direğindeki kablo kopmasından dolayı meydana geldiğini söylemekteyim defalarca ama hiçbir teknik ekip gelip arızayı gidermemekte.
1010,"Merhabalar, Bursa Nilüfer Carrefour SA'da bulunan şubenizin çalışanı ve mağaza müdürü, almak istediğim saati beğendikten sonra koluma takınca söyledikleri fiyatın kasaya gelince 1000 TL fark ile sattılar. Konu hakkında şubenizden şikayetçiyim."
1016,Bugün elime ulaşan Trendyol Pull and Bear mağazasından aldığım iki üründe de kusurlar mevcut. Aldığım deri blazer' ın kol kısmındaki deride soyulmalar var. Diğer blazer cekette de alarm unutulmuş. Neden ürünleri böyle gönderiyorsunuz anlayamıyorum. Ürünleri iade etmeyi düşünüyorum.
1018,"Bugün Akasya Durağı 7 numaralı hatla Olimpik Yüzme Havuzu'nda indim. Otobüse 8 ve 10 yaşlarındaki çocuklarımla bindim ve 2 çocuğuma da tam ücret aldılar, öğrenciyi bile kabul etmedi. Üstüne üstlük şoför bey çok kaba tavırlar sergiledi. Lütfen bünyenizde saygılı elemanlar barındırın. Gerekenin yapılmasını talep ediyorum."
1021,"Kesinlikle Telekomat Net bağlatmayın. Ben ömrümde bu kadar kötü internet görmedim. Hiç ama hiç memnun değilim. Her zaman internette sorun oluyor. İlgilenen yok, konuşmayı bilmiyorlar. Kesinlikle ama kesinlikle bağlamayın."
1022,Marketten almış olduğum ihe zeytinli tekli ekmeğin içinden çekirdek çıktı. Yumuşak bir ekmek yediğimi düşündüğüm için hızlı bir şekilde ısırdım ve dişim kırıldı sandım çok ağrıyor. Tadı çok güzel olmasına rağmen bir daha almayı düşünmüyorum. Daha dikkatli olunması gerekmez mi
1023,"Penguen marka aldığımız termos ilk kullandığımızda patladı, çay olduğu gibi üzerimize döküldü ve bizi yaktı. Çok kötü duruma getirdi. İnsan hayatı bu kadar ucuz mu? Bir anda patlama sesi duyduk termostan. Dönüş yapılmasını ve hatanın gereğinin yapılmasını istiyorum."
1024,İstanbul. Milas 19.30 uçuşu 22.00 ye alındı ve hala uçuş var mı bilmiyoruz 3 kez erteleme yapıldı saat 5 ten bu yana bekliyor insanlar ve maalesef sadece Anadolu Jet te bu sorun var diğer havayolları uçuşlarını yapıyor. Bu işi yapamıyorsanız bırakın terk edin
1025,Pi Network- Video Conversion Failed
1027,Digiturk merkezinden aranıp kullandığım paketimi yenileme yapıldı. Önceden kullandığım paketin parasını da kesiyorlar yeni yaptıkları paketi de alıyorlar. 2 farklı fatura ödüyorum müşteri hizmetlerine hiçbir şekilde ulaşılamıyor. Hiçbir şekilde dönüş de yapılmıyor.
1031,TRT 1 uydu alıcısında maç saatinde gidiyor. Dünya kadar TRT vergisi verelim adam aklı izlemeyelim böyle bir şey var mı. Bu akşam ki Türkiye Avusturya maçını izlemekte sorun yaşarsam tüm adli haklarımı bir vergi veren vatandaş olarak kullanacağım. Bu sorunun çözülmesini istiyorum.
1035,"Instagram hesabından sipariş verdim. Kargoya verildi bilgisi gelmedi. Ben neden bir bilgi yok? Sitedeki e-posta geçersiz, telefona bakılmıyor. Instagram'daki sayfa size ait değil mi? Sipariş no: 638CG7461H. İlgilenir misiniz? Lütfen geri dönüş bekliyorum."
1040,"Merhaba,"
1041,Ajet uçağı kaç gündür üst üste Hakkari Yüksekova Selahaddin Eyyubi havalimanında rötar yapıyor. Millet önceden bilet aldığı aktarma araçlarına geç kaldığı için planladığı seyahat programı çöp oluyor. Bu böyle devam etmemeli! Bunun sebebi nedir? Gerekli merciler tarafından açıklanması lazım.
1045,"Arabayı yıkamaya getirdik. Kesinlikle camlar silinmemiş, arabanın kapı cepleri temizlenmemiş, arka ve ön koltuklar temizlenmemiş, çöpler alınmamış ve paspaslar eksik ve temizlenmemiş, paspaslara konulan kağıt da yoktu, eşyalar veya çöpler olduğu gibi duruyordu."
1046,"Markette sırada kaldık yarım saati geçti sistem çalışmıyor. Uygulama karekod üretmiyor, arıyoruz açan yok. Çağrı merkezi işlem dışı. Bu kabul edilebilir bir durum değil. Markette sıra oluştu. Bu kadar ihmal edilecek bir şey değil, insanlar mağdur edilmemeli"
1049,"Ben 160465 sipariş kodlu ürün sipariş ettim. 5 tane tişört sipariş ettim, ancak bana balıkçı yaka 3 tane body yollamışsınız. Paramın iadesini istiyorum. Ürünler benim istediklerimle alakası yok. Eğer ki iade olmazsa sizleri Tüketici Hakem Heyeti'ne şikayet edeceğim."
1050,"E devlet üzerinden aktive etmeye çalışıyorum ya hatalı, yanlış kod girdiniz diyor ya da sim kart bilgilerine yazmama izin verilmiyor. Lütfen yardımcı olur musunuz? Onlinedan yapın diyorsunuz ama siteniz doğru dürüst çalışmıyor hata veriyor sürekli. İşlemde ilerleyemiyorum"
1051,Daikin markasına ait Daylux klima aldık fakat aşırı sesli. Sürekli iç üniteden. Çıtlama sesi geliyor ve sesli çalışıyor bu kadar kaliteli bir markadan bunu beklemiyordum
1052,"Selam, Betpuan sitesine 4 saattir giremiyorum. Bütün sitelere giriyor, Betpuan'a girmiyor. Sorun nedir acaba, neden giriş yapamıyorum? Oyun yarıda kaldı, silinmez herhalde. Buna bir çözüm bulur musunuz? En kısa zamanda çözülmesini bekliyorum. Yardımcı olur musunuz?"
1053,TRT 1 HD sabah yayın çekiyordu. Frekansı 11794 dikey 30000. Tekrar arama bile yaptım ama sabah olup şu anda yok. Akşam milli maç var ve saat daha 20:45. Yayın gelmediğinden ötürü TRT payımın tarafıma iadesini talep ediyorum. Gereğinin yapılmasını arz ederim.
1054,18:55'te sipariş verdiğim makarna hala gelmedi. Saat 20:41. Hiçbir şekilde ne restorana ulaşabiliyoruz ne de Getir müşteri hizmetlerine. Bu nasıl mağdur etmektir? Kaç saattir siparişim yolda gözüküyor. Bir de ne gelen var ne giden. Gelen makarnadan da çok bir şey bekleyemiyorum.
1056,Migros hemen'den aldığım pesto sos önceden açılmış bir kavanozda ve etrafı pesto kalıntısı ile geldi. Olabilir diyerek müşteri hizmetlerine ulaşmaya çalıştım ama ne mümkün. 1 saatten fazladır ne canlı yardıma ne de telefona yanıt alamıyorum. Pest ettirme yöntemi Migros'a hiç yakışmıyor
1058,Staj başvurusu için IBAN bilgisi ve isim soy isim içeren e-hesap cüzdanı görüntüsüne ihtiyacım var. Ziraat Bankası'nın mobil uygulamasından ve internet bankacılığından e-hesap cüzdan bilgisine ulaşılamıyor. Tarafıma mail yolu ile geri dönüş yapılırsa çok memnun olurum. Yardımcı olursanız sevinirim.
1059,"Sizin kadar sorumsuz bir firma görmedim. Kırıkkale acenteniz olarak geçen konuma gittim, insanların apartmanını acente olarak gösterip müşterilerinizi mağdur ediyorsunuz. 6220270940040 numaralı kargom 1 aydır elime ulaşmadı. Aradığımda konuşacak muhatabım bile yok. Ne kadar sorumsuz bir firmasınız."
1063,"Gaziantep Efe GSM'den almış olduğum 13 Pro Max Apple cihazım baştan aşağı kusurlu. Sıfır kutulu olarak aldığım cihazın kamerası çalışmıyor, pil sağlığı %88, aramalarda ses gitmeme sorunu var ve ilgi alaka yok. Buradan telefon alacaklara sesleniyorum, kesinlikle almamalısınız. Başınızın ağrıdığı ve paranızın gittiği ile kalırsınız."
